       param  mean se_mean   sd 2.5%  25%  50%  75% 97.5% n_eff Rhat
tau_0[51]     0.91       0 0.03 0.87 0.90 0.91 0.93  0.97  1000 1.00
tau_0[52]     0.97       0 0.03 0.92 0.95 0.97 0.99  1.03  1000 1.00
tau_0[53]     0.89       0 0.03 0.84 0.88 0.89 0.91  0.95  1000 1.00
tau_0[54]     0.96       0 0.03 0.91 0.94 0.96 0.98  1.02  1000 1.00
tau_0[55]     0.96       0 0.03 0.91 0.94 0.96 0.98  1.02  1000 1.00
tau_0[56]     0.94       0 0.03 0.88 0.92 0.94 0.95  0.99  1000 1.00
tau_0[57]     0.95       0 0.03 0.90 0.93 0.95 0.97  1.01  1000 1.00
tau_0[58]     0.94       0 0.03 0.89 0.93 0.94 0.96  1.00  1000 1.00
tau_0[59]     0.98       0 0.03 0.93 0.96 0.98 1.00  1.04  1000 1.00
tau_0[60]     0.94       0 0.03 0.88 0.92 0.94 0.95  1.00  1000 1.00
tau_0[61]     0.90       0 0.03 0.85 0.89 0.90 0.92  0.95  1000 1.00
tau_0[62]     0.99       0 0.03 0.94 0.97 0.99 1.01  1.05  1000 1.00
